출발 월 ,출발 시간대,노선,KE취항여부,Travel Month,Op Airline Code,Origin Country / Subregion,Origin Code,Destination Country / Subregion,Destination Code,Dep Time,Flights,Seats
2027-02,오후 (12:35~),P/FUK,미취항,Feb 2027,7C,South Korea,PUS,Japan,FUK,1310,7,"1,323"
2027-02,오전 (~12:35),P/KIX,미취항,Feb 2027,7C,South Korea,PUS,Japan,KIX,0820,4,756
2027-02,오후 (12:35~),P/KIX,미취항,Feb 2027,7C,South Korea,PUS,Japan,KIX,1700,7,"1,323"
2027-02,오전 (~12:35),P/NRT,취항,Feb 2027,7C,South Korea,PUS,Japan,NRT,0710,7,"1,323"
2027-02,오전 (~12:35),P/NRT,취항,Feb 2027,7C,South Korea,PUS,Japan,NRT,1045,7,"1,323"
2027-02,오전 (~12:35),I/FUK,취항,Feb 2027,BX,South Korea,ICN,Japan,FUK,0725,7,"1,624"
2027-02,오전 (~12:35),I/FUK,취항,Feb 2027,BX,South Korea,ICN,Japan,FUK,1110,7,"1,624"
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,BX,South Korea,ICN,Japan,KIX,0905,7,"1,365"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,BX,South Korea,ICN,Japan,KIX,1240,7,"1,624"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,BX,South Korea,ICN,Japan,KIX,1505,7,"1,365"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,BX,South Korea,ICN,Japan,NRT,0735,7,"1,365"
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,BX,South Korea,ICN,Japan,NRT,1535,7,"1,365"
2027-02,오전 (~12:35),P/CTS,미취항,Feb 2027,BX,South Korea,PUS,Japan,CTS,0900,7,"1,540"
2027-02,오전 (~12:35),P/FSZ,미취항,Feb 2027,BX,South Korea,PUS,Japan,FSZ,0905,3,696
2027-02,오전 (~12:35),P/FUK,미취항,Feb 2027,BX,South Korea,PUS,Japan,FUK,0730,7,"1,540"
2027-02,오전 (~12:35),P/FUK,미취항,Feb 2027,BX,South Korea,PUS,Japan,FUK,1000,7,"1,540"
2027-02,오후 (12:35~),P/FUK,미취항,Feb 2027,BX,South Korea,PUS,Japan,FUK,1400,7,"1,540"
2027-02,오후 (12:35~),P/FUK,미취항,Feb 2027,BX,South Korea,PUS,Japan,FUK,1755,3,660
2027-02,오후 (12:35~),P/FUK,미취항,Feb 2027,BX,South Korea,PUS,Japan,FUK,1800,4,880
2027-02,오전 (~12:35),P/KIX,미취항,Feb 2027,BX,South Korea,PUS,Japan,KIX,0830,7,"1,540"
2027-02,오전 (~12:35),P/KIX,미취항,Feb 2027,BX,South Korea,PUS,Japan,KIX,1125,7,"1,540"
2027-02,오후 (12:35~),P/KIX,미취항,Feb 2027,BX,South Korea,PUS,Japan,KIX,1630,7,"1,540"
2027-02,오후 (12:35~),P/KOJ,미취항,Feb 2027,BX,South Korea,PUS,Japan,KOJ,1555,3,696
2027-02,오후 (12:35~),P/MYJ,미취항,Feb 2027,BX,South Korea,PUS,Japan,MYJ,1635,7,"1,540"
2027-02,오전 (~12:35),P/NRT,취항,Feb 2027,BX,South Korea,PUS,Japan,NRT,0820,7,"1,540"
2027-02,오후 (12:35~),P/TAK,미취항,Feb 2027,BX,South Korea,PUS,Japan,TAK,1600,3,696
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,ET,South Korea,ICN,Japan,NRT,1650,4,"1,372"
2027-02,오전 (~12:35),G/HND,취항,Feb 2027,JL,South Korea,GMP,Japan,HND,0815,7,"1,008"
2027-02,오후 (12:35~),G/HND,취항,Feb 2027,JL,South Korea,GMP,Japan,HND,1205,7,"1,708"
2027-02,오후 (12:35~),G/HND,취항,Feb 2027,JL,South Korea,GMP,Japan,HND,1940,7,"1,393"
2027-02,오전 (~12:35),C/NRT,취항,Feb 2027,KE,South Korea,CJU,Japan,NRT,1100,1,188
2027-02,오전 (~12:35),C/NRT,취항,Feb 2027,KE,South Korea,CJU,Japan,NRT,1115,4,752
2027-02,오전 (~12:35),G/HND,취항,Feb 2027,KE,South Korea,GMP,Japan,HND,0900,7,"2,275"
2027-02,오후 (12:35~),G/HND,취항,Feb 2027,KE,South Korea,GMP,Japan,HND,1620,7,"2,275"
2027-02,오후 (12:35~),G/HND,취항,Feb 2027,KE,South Korea,GMP,Japan,HND,1930,7,"1,904"
2027-02,오전 (~12:35),G/KIX,취항,Feb 2027,KE,South Korea,GMP,Japan,KIX,0925,7,"1,274"
2027-02,오후 (12:35~),G/KIX,취항,Feb 2027,KE,South Korea,GMP,Japan,KIX,1650,7,"1,904"
2027-02,오전 (~12:35),I/AOJ,취항,Feb 2027,KE,South Korea,ICN,Japan,AOJ,1005,5,790
2027-02,오전 (~12:35),I/CTS,취항,Feb 2027,KE,South Korea,ICN,Japan,CTS,1005,7,"2,366"
2027-02,오후 (12:35~),I/CTS,취항,Feb 2027,KE,South Korea,ICN,Japan,CTS,1300,7,"1,274"
2027-02,오전 (~12:35),I/FUK,취항,Feb 2027,KE,South Korea,ICN,Japan,FUK,0745,7,"2,177"
2027-02,오전 (~12:35),I/FUK,취항,Feb 2027,KE,South Korea,ICN,Japan,FUK,1050,7,"1,988"
2027-02,오후 (12:35~),I/FUK,취항,Feb 2027,KE,South Korea,ICN,Japan,FUK,1840,7,"1,218"
2027-02,오전 (~12:35),I/HIJ,취항,Feb 2027,KE,South Korea,ICN,Japan,HIJ,1035,7,"1,274"
2027-02,오후 (12:35~),I/HND,취항,Feb 2027,KE,South Korea,ICN,Japan,HND,2040,7,"2,037"
2027-02,오전 (~12:35),I/KIJ,취항,Feb 2027,KE,South Korea,ICN,Japan,KIJ,0820,7,966
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,KE,South Korea,ICN,Japan,KIX,0850,7,"2,275"
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,KE,South Korea,ICN,Japan,KIX,1105,7,"1,218"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,KE,South Korea,ICN,Japan,KIX,1510,7,"2,030"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,KE,South Korea,ICN,Japan,KIX,1855,7,"1,106"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,KE,South Korea,ICN,Japan,KIX,2055,7,"1,260"
2027-02,오후 (12:35~),I/KMJ,취항,Feb 2027,KE,South Korea,ICN,Japan,KMJ,1645,7,"1,211"
2027-02,오전 (~12:35),I/KMQ,취항,Feb 2027,KE,South Korea,ICN,Japan,KMQ,0725,4,560
2027-02,오전 (~12:35),I/KMQ,취항,Feb 2027,KE,South Korea,ICN,Japan,KMQ,0750,3,420
2027-02,오후 (12:35~),I/KOJ,취항,Feb 2027,KE,South Korea,ICN,Japan,KOJ,1440,7,"1,274"
2027-02,오전 (~12:35),I/NGO,취항,Feb 2027,KE,South Korea,ICN,Japan,NGO,1035,7,"1,106"
2027-02,오후 (12:35~),I/NGO,취항,Feb 2027,KE,South Korea,ICN,Japan,NGO,1850,7,"2,177"
2027-02,오전 (~12:35),I/NGS,취항,Feb 2027,KE,South Korea,ICN,Japan,NGS,0800,4,560
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,KE,South Korea,ICN,Japan,NRT,0955,7,"2,177"
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,KE,South Korea,ICN,Japan,NRT,1325,7,"1,106"
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,KE,South Korea,ICN,Japan,NRT,1445,7,980
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,KE,South Korea,ICN,Japan,NRT,1655,7,"1,211"
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,KE,South Korea,ICN,Japan,NRT,1855,7,"1,274"
2027-02,오전 (~12:35),I/OIT,취항,Feb 2027,KE,South Korea,ICN,Japan,OIT,0915,4,728
2027-02,오전 (~12:35),I/OKA,취항,Feb 2027,KE,South Korea,ICN,Japan,OKA,0830,7,"1,274"
2027-02,오전 (~12:35),I/OKJ,취항,Feb 2027,KE,South Korea,ICN,Japan,OKJ,0830,1,158
2027-02,오전 (~12:35),I/OKJ,취항,Feb 2027,KE,South Korea,ICN,Japan,OKJ,0905,3,474
2027-02,오전 (~12:35),I/UKB,취항,Feb 2027,KE,South Korea,ICN,Japan,UKB,0825,7,"1,274"
2027-02,오후 (12:35~),I/UKB,취항,Feb 2027,KE,South Korea,ICN,Japan,UKB,1550,7,"1,274"
2027-02,오후 (12:35~),P/NGO,취항,Feb 2027,KE,South Korea,PUS,Japan,NGO,1730,7,"1,211"
2027-02,오전 (~12:35),P/NRT,취항,Feb 2027,KE,South Korea,PUS,Japan,NRT,0925,7,"1,211"
2027-02,오후 (12:35~),P/NRT,취항,Feb 2027,KE,South Korea,PUS,Japan,NRT,1620,7,"1,211"
2027-02,오전 (~12:35),I/CTS,취항,Feb 2027,LJ,South Korea,ICN,Japan,CTS,0830,7,"1,323"
2027-02,오후 (12:35~),I/CTS,취항,Feb 2027,LJ,South Korea,ICN,Japan,CTS,1410,7,"1,323"
2027-02,오전 (~12:35),I/FUK,취항,Feb 2027,LJ,South Korea,ICN,Japan,FUK,0655,7,"1,323"
2027-02,오전 (~12:35),I/FUK,취항,Feb 2027,LJ,South Korea,ICN,Japan,FUK,0830,5,945
2027-02,오후 (12:35~),I/FUK,취항,Feb 2027,LJ,South Korea,ICN,Japan,FUK,1200,7,"1,323"
2027-02,오후 (12:35~),I/FUK,취항,Feb 2027,LJ,South Korea,ICN,Japan,FUK,1725,7,"1,323"
2027-02,오전 (~12:35),I/ISG,미취항,Feb 2027,LJ,South Korea,ICN,Japan,ISG,0945,7,"1,323"
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,LJ,South Korea,ICN,Japan,KIX,0805,7,"1,323"
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,LJ,South Korea,ICN,Japan,KIX,0900,7,"1,323"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,LJ,South Korea,ICN,Japan,KIX,1200,7,"1,323"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,LJ,South Korea,ICN,Japan,KIX,1505,7,"1,323"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,LJ,South Korea,ICN,Japan,KIX,2040,7,"1,323"
2027-02,오후 (12:35~),I/KKJ,미취항,Feb 2027,LJ,South Korea,ICN,Japan,KKJ,1605,7,"1,323"
2027-02,오전 (~12:35),I/NGO,취항,Feb 2027,LJ,South Korea,ICN,Japan,NGO,0730,7,"1,323"
2027-02,오후 (12:35~),I/NGO,취항,Feb 2027,LJ,South Korea,ICN,Japan,NGO,1710,7,"1,323"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,LJ,South Korea,ICN,Japan,NRT,0730,7,"1,323"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,LJ,South Korea,ICN,Japan,NRT,0805,7,"1,323"
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,LJ,South Korea,ICN,Japan,NRT,1515,7,"1,323"
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,LJ,South Korea,ICN,Japan,NRT,1705,7,"1,323"
2027-02,오전 (~12:35),I/OKA,취항,Feb 2027,LJ,South Korea,ICN,Japan,OKA,0920,7,"1,323"
2027-02,오전 (~12:35),I/OKA,취항,Feb 2027,LJ,South Korea,ICN,Japan,OKA,1010,7,"1,323"
2027-02,오전 (~12:35),I/SHI,미취항,Feb 2027,LJ,South Korea,ICN,Japan,SHI,0815,7,"1,323"
2027-02,오후 (12:35~),I/TAK,미취항,Feb 2027,LJ,South Korea,ICN,Japan,TAK,1410,7,"1,323"
2027-02,오후 (12:35~),I/UKB,취항,Feb 2027,LJ,South Korea,ICN,Japan,UKB,1245,7,"1,323"
2027-02,오후 (12:35~),P/CTS,미취항,Feb 2027,LJ,South Korea,PUS,Japan,CTS,1350,7,"1,323"
2027-02,오전 (~12:35),P/FUK,미취항,Feb 2027,LJ,South Korea,PUS,Japan,FUK,0900,2,378
2027-02,오전 (~12:35),P/FUK,미취항,Feb 2027,LJ,South Korea,PUS,Japan,FUK,0905,1,189
2027-02,오전 (~12:35),P/FUK,미취항,Feb 2027,LJ,South Korea,PUS,Japan,FUK,0955,1,189
2027-02,오후 (12:35~),P/FUK,미취항,Feb 2027,LJ,South Korea,PUS,Japan,FUK,1500,3,567
2027-02,오후 (12:35~),P/FUK,미취항,Feb 2027,LJ,South Korea,PUS,Japan,FUK,1505,4,756
2027-02,오전 (~12:35),P/KIX,미취항,Feb 2027,LJ,South Korea,PUS,Japan,KIX,0835,7,"1,323"
2027-02,오후 (12:35~),P/KIX,미취항,Feb 2027,LJ,South Korea,PUS,Japan,KIX,1405,7,"1,323"
2027-02,오전 (~12:35),P/NGO,취항,Feb 2027,LJ,South Korea,PUS,Japan,NGO,0755,1,189
2027-02,오전 (~12:35),P/NGO,취항,Feb 2027,LJ,South Korea,PUS,Japan,NGO,0840,4,756
2027-02,오전 (~12:35),P/NGO,취항,Feb 2027,LJ,South Korea,PUS,Japan,NGO,0900,1,189
2027-02,오전 (~12:35),P/NGO,취항,Feb 2027,LJ,South Korea,PUS,Japan,NGO,0905,1,189
2027-02,오전 (~12:35),P/NRT,취항,Feb 2027,LJ,South Korea,PUS,Japan,NRT,0930,7,"1,323"
2027-02,오후 (12:35~),P/NRT,취항,Feb 2027,LJ,South Korea,PUS,Japan,NRT,1330,7,"1,323"
2027-02,오전 (~12:35),P/OKA,미취항,Feb 2027,LJ,South Korea,PUS,Japan,OKA,0805,7,"1,323"
2027-02,오후 (12:35~),P/SHI,미취항,Feb 2027,LJ,South Korea,PUS,Japan,SHI,1325,2,378
2027-02,오전 (~12:35),G/KIX,취항,Feb 2027,MM,South Korea,GMP,Japan,KIX,1120,7,"1,330"
2027-02,오후 (12:35~),G/KIX,취항,Feb 2027,MM,South Korea,GMP,Japan,KIX,1310,7,"1,330"
2027-02,오후 (12:35~),G/KIX,취항,Feb 2027,MM,South Korea,GMP,Japan,KIX,1700,7,"1,330"
2027-02,오후 (12:35~),G/KIX,취항,Feb 2027,MM,South Korea,GMP,Japan,KIX,1850,7,"1,330"
2027-02,오전 (~12:35),G/NGO,미취항,Feb 2027,MM,South Korea,GMP,Japan,NGO,1110,7,"1,330"
2027-02,오후 (12:35~),G/NGO,미취항,Feb 2027,MM,South Korea,GMP,Japan,NGO,1715,7,"1,330"
2027-02,오후 (12:35~),I/HND,취항,Feb 2027,MM,South Korea,ICN,Japan,HND,2250,7,"1,330"
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,MM,South Korea,ICN,Japan,KIX,0730,7,"1,330"
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,MM,South Korea,ICN,Japan,KIX,1035,7,"1,330"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,MM,South Korea,ICN,Japan,KIX,1505,7,"1,540"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,MM,South Korea,ICN,Japan,KIX,2100,7,"1,330"
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,MM,South Korea,ICN,Japan,NRT,1240,7,"1,330"
2027-02,오전 (~12:35),G/HND,취항,Feb 2027,NH,South Korea,GMP,Japan,HND,0745,7,"1,680"
2027-02,오후 (12:35~),G/HND,취항,Feb 2027,NH,South Korea,GMP,Japan,HND,1220,7,"1,680"
2027-02,오후 (12:35~),G/HND,취항,Feb 2027,NH,South Korea,GMP,Japan,HND,1950,7,"1,414"
2027-02,오전 (~12:35),G/HND,취항,Feb 2027,OZ,South Korea,GMP,Japan,HND,0840,7,"2,275"
2027-02,오후 (12:35~),G/HND,취항,Feb 2027,OZ,South Korea,GMP,Japan,HND,1550,7,"2,275"
2027-02,오후 (12:35~),G/HND,취항,Feb 2027,OZ,South Korea,GMP,Japan,HND,1935,7,"1,904"
2027-02,오전 (~12:35),G/KIX,취항,Feb 2027,OZ,South Korea,GMP,Japan,KIX,0755,7,"1,316"
2027-02,오후 (12:35~),G/KIX,취항,Feb 2027,OZ,South Korea,GMP,Japan,KIX,1720,7,"1,316"
2027-02,오전 (~12:35),I/CTS,취항,Feb 2027,OZ,South Korea,ICN,Japan,CTS,0800,7,"2,086"
2027-02,오전 (~12:35),I/FUK,취항,Feb 2027,OZ,South Korea,ICN,Japan,FUK,0600,5,910
2027-02,오후 (12:35~),I/FUK,취항,Feb 2027,OZ,South Korea,ICN,Japan,FUK,1310,7,"2,086"
2027-02,오후 (12:35~),I/HND,취항,Feb 2027,OZ,South Korea,ICN,Japan,HND,2130,7,"2,086"
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,OZ,South Korea,ICN,Japan,KIX,0720,7,"2,177"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,OZ,South Korea,ICN,Japan,KIX,1640,7,"1,218"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,OZ,South Korea,ICN,Japan,KIX,1845,7,"1,260"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,OZ,South Korea,ICN,Japan,KIX,2050,7,"1,316"
2027-02,오전 (~12:35),I/KMI,미취항,Feb 2027,OZ,South Korea,ICN,Japan,KMI,0920,7,"1,316"
2027-02,오전 (~12:35),I/NGO,취항,Feb 2027,OZ,South Korea,ICN,Japan,NGO,0800,7,"1,316"
2027-02,오후 (12:35~),I/NGO,취항,Feb 2027,OZ,South Korea,ICN,Japan,NGO,1535,7,"1,316"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,OZ,South Korea,ICN,Japan,NRT,0900,7,"2,156"
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,OZ,South Korea,ICN,Japan,NRT,1535,7,966
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,OZ,South Korea,ICN,Japan,NRT,1800,7,"2,086"
2027-02,오후 (12:35~),I/OKA,취항,Feb 2027,OZ,South Korea,ICN,Japan,OKA,1450,7,"1,274"
2027-02,오전 (~12:35),I/SDJ,미취항,Feb 2027,OZ,South Korea,ICN,Japan,SDJ,0935,7,"1,316"
2027-02,오전 (~12:35),I/UKB,취항,Feb 2027,OZ,South Korea,ICN,Japan,UKB,1155,7,"1,274"
2027-02,오전 (~12:35),CJJ/CTS,미취항,Feb 2027,RF,South Korea,CJJ,Japan,CTS,0825,7,"1,260"
2027-02,오전 (~12:35),CJJ/FUK,미취항,Feb 2027,RF,South Korea,CJJ,Japan,FUK,0635,7,"1,260"
2027-02,오후 (12:35~),CJJ/HIJ,미취항,Feb 2027,RF,South Korea,CJJ,Japan,HIJ,1330,4,720
2027-02,오후 (12:35~),CJJ/IBR,미취항,Feb 2027,RF,South Korea,CJJ,Japan,IBR,1400,3,540
2027-02,오전 (~12:35),CJJ/KIX,미취항,Feb 2027,RF,South Korea,CJJ,Japan,KIX,0815,7,"1,260"
2027-02,오후 (12:35~),CJJ/KIX,미취항,Feb 2027,RF,South Korea,CJJ,Japan,KIX,1550,7,"1,260"
2027-02,오전 (~12:35),CJJ/KKJ,미취항,Feb 2027,RF,South Korea,CJJ,Japan,KKJ,0810,5,900
2027-02,오전 (~12:35),CJJ/KKJ,미취항,Feb 2027,RF,South Korea,CJJ,Japan,KKJ,0820,1,180
2027-02,오후 (12:35~),CJJ/NGO,미취항,Feb 2027,RF,South Korea,CJJ,Japan,NGO,1740,7,"1,260"
2027-02,오전 (~12:35),CJJ/NRT,미취항,Feb 2027,RF,South Korea,CJJ,Japan,NRT,0720,7,"1,260"
2027-02,오전 (~12:35),CJJ/NRT,미취항,Feb 2027,RF,South Korea,CJJ,Japan,NRT,0930,7,"1,260"
2027-02,오후 (12:35~),CJJ/NRT,미취항,Feb 2027,RF,South Korea,CJJ,Japan,NRT,1615,7,"1,260"
2027-02,오후 (12:35~),CJJ/OBO,미취항,Feb 2027,RF,South Korea,CJJ,Japan,OBO,1400,2,360
2027-02,오전 (~12:35),CJJ/OKA,미취항,Feb 2027,RF,South Korea,CJJ,Japan,OKA,0655,7,"1,260"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,RF,South Korea,ICN,Japan,KIX,1935,7,"1,260"
2027-02,오전 (~12:35),I/FUK,취항,Feb 2027,RS,South Korea,ICN,Japan,FUK,0720,3,585
2027-02,오전 (~12:35),I/FUK,취항,Feb 2027,RS,South Korea,ICN,Japan,FUK,0810,4,780
2027-02,오후 (12:35~),I/FUK,취항,Feb 2027,RS,South Korea,ICN,Japan,FUK,1425,7,"1,365"
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,RS,South Korea,ICN,Japan,KIX,0715,7,"1,365"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,RS,South Korea,ICN,Japan,KIX,1310,4,780
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,RS,South Korea,ICN,Japan,KIX,1520,7,"1,365"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,RS,South Korea,ICN,Japan,KIX,1850,2,390
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,RS,South Korea,ICN,Japan,NRT,0810,7,"1,365"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,RS,South Korea,ICN,Japan,NRT,0920,7,"1,365"
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,RS,South Korea,ICN,Japan,NRT,1245,1,195
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,RS,South Korea,ICN,Japan,NRT,1640,7,"1,365"
2027-02,오전 (~12:35),I/TAK,미취항,Feb 2027,RS,South Korea,ICN,Japan,TAK,0845,7,"1,365"
2027-02,오후 (12:35~),I/YGJ,미취항,Feb 2027,RS,South Korea,ICN,Japan,YGJ,1320,5,975
2027-02,오후 (12:35~),CJJ/FUK,미취항,Feb 2027,TW,South Korea,CJJ,Japan,FUK,1535,7,"1,323"
2027-02,오전 (~12:35),CJJ/KIX,미취항,Feb 2027,TW,South Korea,CJJ,Japan,KIX,0955,7,"1,323"
2027-02,오후 (12:35~),C/KIX,미취항,Feb 2027,TW,South Korea,CJU,Japan,KIX,1600,7,"1,323"
2027-02,오전 (~12:35),I/CTS,취항,Feb 2027,TW,South Korea,ICN,Japan,CTS,1020,7,"1,323"
2027-02,오전 (~12:35),I/FUK,취항,Feb 2027,TW,South Korea,ICN,Japan,FUK,1010,7,"2,429"
2027-02,오후 (12:35~),I/FUK,취항,Feb 2027,TW,South Korea,ICN,Japan,FUK,1445,7,"1,323"
2027-02,오후 (12:35~),I/FUK,취항,Feb 2027,TW,South Korea,ICN,Japan,FUK,1750,7,"1,323"
2027-02,오전 (~12:35),I/HSG,미취항,Feb 2027,TW,South Korea,ICN,Japan,HSG,0825,7,"1,323"
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,TW,South Korea,ICN,Japan,KIX,0755,7,"2,429"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,TW,South Korea,ICN,Japan,KIX,1210,7,"1,323"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,TW,South Korea,ICN,Japan,KIX,1550,7,"1,323"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,TW,South Korea,ICN,Japan,KIX,2020,7,"1,323"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,TW,South Korea,ICN,Japan,KIX,2210,7,"1,323"
2027-02,오전 (~12:35),I/KMJ,취항,Feb 2027,TW,South Korea,ICN,Japan,KMJ,0750,7,"1,323"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,TW,South Korea,ICN,Japan,NRT,0835,7,"1,323"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,TW,South Korea,ICN,Japan,NRT,1020,7,"1,323"
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,TW,South Korea,ICN,Japan,NRT,1530,7,"1,323"
2027-02,오전 (~12:35),I/OKA,취항,Feb 2027,TW,South Korea,ICN,Japan,OKA,1150,7,"1,323"
2027-02,오전 (~12:35),P/CTS,미취항,Feb 2027,TW,South Korea,PUS,Japan,CTS,0910,7,"1,323"
2027-02,오전 (~12:35),P/FUK,미취항,Feb 2027,TW,South Korea,PUS,Japan,FUK,0900,7,"1,323"
2027-02,오후 (12:35~),P/FUK,미취항,Feb 2027,TW,South Korea,PUS,Japan,FUK,1800,7,"1,323"
2027-02,오전 (~12:35),P/KIX,미취항,Feb 2027,TW,South Korea,PUS,Japan,KIX,0925,7,"1,323"
2027-02,오후 (12:35~),P/KIX,미취항,Feb 2027,TW,South Korea,PUS,Japan,KIX,1405,7,"1,323"
2027-02,오전 (~12:35),TAE/CTS,미취항,Feb 2027,TW,South Korea,TAE,Japan,CTS,1030,7,"1,323"
2027-02,오전 (~12:35),TAE/FUK,미취항,Feb 2027,TW,South Korea,TAE,Japan,FUK,0820,7,"1,323"
2027-02,오후 (12:35~),TAE/FUK,미취항,Feb 2027,TW,South Korea,TAE,Japan,FUK,1750,7,"1,323"
2027-02,오전 (~12:35),TAE/KIX,미취항,Feb 2027,TW,South Korea,TAE,Japan,KIX,0800,7,"1,323"
2027-02,오후 (12:35~),TAE/KIX,미취항,Feb 2027,TW,South Korea,TAE,Japan,KIX,1655,7,"1,323"
2027-02,오전 (~12:35),TAE/NRT,미취항,Feb 2027,TW,South Korea,TAE,Japan,NRT,1110,7,"1,323"
2027-02,오전 (~12:35),I/CTS,취항,Feb 2027,WE,South Korea,ICN,Japan,CTS,1005,7,"1,820"
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,WE,South Korea,ICN,Japan,KIX,0855,7,"1,218"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,WE,South Korea,ICN,Japan,KIX,1445,7,"1,218"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,WE,South Korea,ICN,Japan,NRT,0950,7,"2,024"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,WE,South Korea,ICN,Japan,NRT,1120,5,"1,300"
2027-02,오전 (~12:35),I/CTS,취항,Feb 2027,YP,South Korea,ICN,Japan,CTS,0940,4,"1,304"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,YP,South Korea,ICN,Japan,NRT,0845,7,"2,390"
2027-02,오전 (~12:35),I/CTS,취항,Feb 2027,ZE,South Korea,ICN,Japan,CTS,0740,7,"1,302"
2027-02,오전 (~12:35),I/CTS,취항,Feb 2027,ZE,South Korea,ICN,Japan,CTS,0910,7,"1,302"
2027-02,오후 (12:35~),I/CTS,취항,Feb 2027,ZE,South Korea,ICN,Japan,CTS,1435,7,"1,302"
2027-02,오전 (~12:35),I/FUK,취항,Feb 2027,ZE,South Korea,ICN,Japan,FUK,0840,7,"1,302"
2027-02,오후 (12:35~),I/FUK,취항,Feb 2027,ZE,South Korea,ICN,Japan,FUK,1240,7,"1,302"
2027-02,오후 (12:35~),I/FUK,취항,Feb 2027,ZE,South Korea,ICN,Japan,FUK,1815,7,"1,302"
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,ZE,South Korea,ICN,Japan,KIX,0905,7,"1,302"
2027-02,오전 (~12:35),I/KIX,취항,Feb 2027,ZE,South Korea,ICN,Japan,KIX,0955,7,"1,302"
2027-02,오후 (12:35~),I/KIX,취항,Feb 2027,ZE,South Korea,ICN,Japan,KIX,1505,7,"1,302"
2027-02,오후 (12:35~),I/KOJ,취항,Feb 2027,ZE,South Korea,ICN,Japan,KOJ,1535,7,"1,302"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,ZE,South Korea,ICN,Japan,NRT,0700,7,"1,302"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,ZE,South Korea,ICN,Japan,NRT,0715,7,"1,302"
2027-02,오전 (~12:35),I/NRT,취항,Feb 2027,ZE,South Korea,ICN,Japan,NRT,0840,7,"1,302"
2027-02,오후 (12:35~),I/NRT,취항,Feb 2027,ZE,South Korea,ICN,Japan,NRT,1520,7,"1,302"
